1.72237e-06 1.28863e-05  6.17121e-16 0.00000e+00 
7.02287e-04 5.35799e+04  -5.35796e+04 0.00000e+00 
7.04007e-04 5.41060e+04  -5.41057e+04 0.00000e+00 
7.05727e-04 5.46360e+04  -5.46356e+04 0.00000e+00 
7.07447e-04 5.51698e+04  -5.51695e+04 0.00000e+00 
7.09167e-04 5.57075e+04  -5.57072e+04 0.00000e+00 
7.10888e-04 5.62492e+04  -5.62489e+04 0.00000e+00 
7.12608e-04 5.67948e+04  -5.67944e+04 0.00000e+00 
7.14328e-04 5.73443e+04  -5.73440e+04 0.00000e+00 
7.16048e-04 5.78978e+04  -5.78975e+04 0.00000e+00 
7.17768e-04 5.84553e+04  -5.84550e+04 0.00000e+00 
7.19488e-04 5.90168e+04  -5.90165e+04 0.00000e+00 
7.21209e-04 5.95824e+04  -5.95820e+04 0.00000e+00 
7.22929e-04 6.01520e+04  -6.01516e+04 0.00000e+00 
7.24649e-04 6.07256e+04  -6.07253e+04 0.00000e+00 
7.26369e-04 6.13034e+04  -6.13030e+04 0.00000e+00 
7.28089e-04 6.18852e+04  -6.18849e+04 0.00000e+00 
7.29809e-04 6.24712e+04  -6.24709e+04 0.00000e+00 
7.31529e-04 6.30613e+04  -6.30610e+04 0.00000e+00 
7.33249e-04 6.36556e+04  -6.36553e+04 0.00000e+00 
7.34970e-04 6.42541e+04  -6.42538e+04 0.00000e+00 
7.36690e-04 6.48568e+04  -6.48564e+04 0.00000e+00 
7.38410e-04 6.54637e+04  -6.54633e+04 0.00000e+00 
7.40130e-04 6.60748e+04  -6.60745e+04 0.00000e+00 
7.41850e-04 6.66902e+04  -6.66899e+04 0.00000e+00 
7.43570e-04 6.73099e+04  -6.73096e+04 0.00000e+00 
7.45290e-04 6.79339e+04  -6.79336e+04 0.00000e+00 
7.47010e-04 6.85623e+04  -6.85619e+04 0.00000e+00 
7.48730e-04 6.91949e+04  -6.91945e+04 0.00000e+00 
7.50450e-04 6.98319e+04  -6.98316e+04 0.00000e+00 
7.52170e-04 7.04733e+04  -7.04730e+04 0.00000e+00 
7.53890e-04 7.11191e+04  -7.11188e+04 0.00000e+00 
7.55610e-04 7.17694e+04  -7.17690e+04 0.00000e+00 
7.57331e-04 7.24240e+04  -7.24237e+04 0.00000e+00 
7.59051e-04 7.30832e+04  -7.30828e+04 0.00000e+00 
7.60771e-04 7.37468e+04  -7.37464e+04 0.00000e+00 
7.62491e-04 7.44149e+04  -7.44145e+04 0.00000e+00 
7.64211e-04 7.50875e+04  -7.50871e+04 0.00000e+00 
7.65931e-04 7.57647e+04  -7.57643e+04 0.00000e+00 
7.67651e-04 7.64464e+04  -7.64460e+04 0.00000e+00 
7.69371e-04 7.71328e+04  -7.71324e+04 0.00000e+00 
7.71091e-04 7.78237e+04  -7.78233e+04 0.00000e+00 
7.72811e-04 7.85192e+04  -7.85189e+04 0.00000e+00 
7.74531e-04 7.92194e+04  -7.92190e+04 0.00000e+00 
7.76251e-04 7.99243e+04  -7.99239e+04 0.00000e+00 
7.77971e-04 8.06338e+04  -8.06335e+04 0.00000e+00 
7.79691e-04 8.13481e+04  -8.13477e+04 0.00000e+00 
7.81411e-04 8.20671e+04  -8.20667e+04 0.00000e+00 
7.83130e-04 8.27908e+04  -8.27904e+04 0.00000e+00 
7.84850e-04 8.35193e+04  -8.35189e+04 0.00000e+00 
7.86570e-04 8.42526e+04  -8.42522e+04 0.00000e+00 
7.88290e-04 8.49907e+04  -8.49903e+04 0.00000e+00 
7.90010e-04 8.57336e+04  -8.57332e+04 0.00000e+00 
7.91730e-04 8.64814e+04  -8.64810e+04 0.00000e+00 
7.93450e-04 8.72341e+04  -8.72337e+04 0.00000e+00 
7.95170e-04 8.79916e+04  -8.79912e+04 0.00000e+00 
7.96890e-04 8.87541e+04  -8.87537e+04 0.00000e+00 
7.98610e-04 8.95215e+04  -8.95211e+04 0.00000e+00 
8.00330e-04 9.02939e+04  -9.02935e+04 0.00000e+00 
8.02050e-04 9.10712e+04  -9.10708e+04 0.00000e+00 
8.03770e-04 9.18535e+04  -9.18531e+04 0.00000e+00 
8.05489e-04 9.26409e+04  -9.26405e+04 0.00000e+00 
8.07209e-04 9.34333e+04  -9.34329e+04 0.00000e+00 
8.08929e-04 9.42308e+04  -9.42304e+04 0.00000e+00 
8.10649e-04 9.50333e+04  -9.50329e+04 0.00000e+00 
8.12369e-04 9.58410e+04  -9.58406e+04 0.00000e+00 
8.14089e-04 9.66538e+04  -9.66534e+04 0.00000e+00 
8.15809e-04 9.74717e+04  -9.74713e+04 0.00000e+00 
8.17529e-04 9.82949e+04  -9.82944e+04 0.00000e+00 
8.19248e-04 9.91232e+04  -9.91227e+04 0.00000e+00 
8.20968e-04 9.99567e+04  -9.99563e+04 0.00000e+00 
8.22688e-04 1.00795e+05  -1.00795e+05 0.00000e+00 
8.24408e-04 1.01639e+05  -1.01639e+05 0.00000e+00 
8.26128e-04 1.02489e+05  -1.02488e+05 0.00000e+00 
8.27848e-04 1.03343e+05  -1.03343e+05 0.00000e+00 
8.29567e-04 1.04203e+05  -1.04203e+05 0.00000e+00 
8.31287e-04 1.05069e+05  -1.05068e+05 0.00000e+00 
8.33007e-04 1.05939e+05  -1.05939e+05 0.00000e+00 
8.34727e-04 1.06815e+05  -1.06815e+05 0.00000e+00 
8.36447e-04 1.07697e+05  -1.07696e+05 0.00000e+00 
8.38166e-04 1.08584e+05  -1.08583e+05 0.00000e+00 
8.39886e-04 1.09476e+05  -1.09475e+05 0.00000e+00 
8.41606e-04 1.10374e+05  -1.10373e+05 0.00000e+00 
8.43326e-04 1.11277e+05  -1.11277e+05 0.00000e+00 
8.45046e-04 1.12186e+05  -1.12185e+05 0.00000e+00 
8.46765e-04 1.13100e+05  -1.13100e+05 0.00000e+00 
8.48485e-04 1.14020e+05  -1.14020e+05 0.00000e+00 
8.50205e-04 1.14946e+05  -1.14945e+05 0.00000e+00 
8.51925e-04 1.15877e+05  -1.15877e+05 0.00000e+00 
8.53644e-04 1.16814e+05  -1.16813e+05 0.00000e+00 
8.55364e-04 1.17756e+05  -1.17756e+05 0.00000e+00 
8.57084e-04 1.18704e+05  -1.18704e+05 0.00000e+00 
8.58804e-04 1.19658e+05  -1.19658e+05 0.00000e+00 
8.60523e-04 1.20618e+05  -1.20617e+05 0.00000e+00 
8.62243e-04 1.21583e+05  -1.21583e+05 0.00000e+00 
8.63963e-04 1.22554e+05  -1.22554e+05 0.00000e+00 
8.65682e-04 1.23531e+05  -1.23531e+05 0.00000e+00 
8.67402e-04 1.24514e+05  -1.24513e+05 0.00000e+00 
8.69122e-04 1.25502e+05  -1.25502e+05 0.00000e+00 
8.70841e-04 1.26497e+05  -1.26496e+05 0.00000e+00 
8.72561e-04 1.27497e+05  -1.27497e+05 0.00000e+00 
8.74281e-04 1.28503e+05  -1.28503e+05 0.00000e+00 
8.76000e-04 1.29515e+05  -1.29515e+05 0.00000e+00 
8.77720e-04 1.30534e+05  -1.30533e+05 0.00000e+00 
8.79440e-04 1.31558e+05  -1.31557e+05 0.00000e+00 
8.81159e-04 1.32588e+05  -1.32587e+05 0.00000e+00 
8.82879e-04 1.33624e+05  -1.33623e+05 0.00000e+00 
8.84599e-04 1.34666e+05  -1.34666e+05 0.00000e+00 
8.86318e-04 1.35714e+05  -1.35714e+05 0.00000e+00 
8.88038e-04 1.36769e+05  -1.36768e+05 0.00000e+00 
8.89758e-04 1.37829e+05  -1.37829e+05 0.00000e+00 
8.91477e-04 1.38896e+05  -1.38895e+05 0.00000e+00 
8.93197e-04 1.39968e+05  -1.39968e+05 0.00000e+00 
8.94917e-04 1.41047e+05  -1.41047e+05 0.00000e+00 
8.96636e-04 1.42133e+05  -1.42132e+05 0.00000e+00 
8.98356e-04 1.43224e+05  -1.43223e+05 0.00000e+00 
9.00075e-04 1.44322e+05  -1.44321e+05 0.00000e+00 
9.01795e-04 1.45426e+05  -1.45425e+05 0.00000e+00 
9.03515e-04 1.46536e+05  -1.46535e+05 0.00000e+00 
9.05234e-04 1.47653e+05  -1.47652e+05 0.00000e+00 
9.06954e-04 1.48775e+05  -1.48775e+05 0.00000e+00 
9.08673e-04 1.49905e+05  -1.49904e+05 0.00000e+00 
9.10393e-04 1.51041e+05  -1.51040e+05 0.00000e+00 
9.12112e-04 1.52183e+05  -1.52182e+05 0.00000e+00 
9.13832e-04 1.53331e+05  -1.53331e+05 0.00000e+00 
9.15552e-04 1.54487e+05  -1.54486e+05 0.00000e+00 
9.17271e-04 1.55648e+05  -1.55648e+05 0.00000e+00 
9.18991e-04 1.56816e+05  -1.56816e+05 0.00000e+00 
9.20710e-04 1.57991e+05  -1.57990e+05 0.00000e+00 
9.22430e-04 1.59172e+05  -1.59172e+05 0.00000e+00 
9.24149e-04 1.60360e+05  -1.60360e+05 0.00000e+00 
9.25869e-04 1.61555e+05  -1.61554e+05 0.00000e+00 
9.27588e-04 1.62756e+05  -1.62755e+05 0.00000e+00 
9.29308e-04 1.63964e+05  -1.63963e+05 0.00000e+00 
9.31027e-04 1.65178e+05  -1.65178e+05 0.00000e+00 
9.32747e-04 1.66399e+05  -1.66399e+05 0.00000e+00 
9.34466e-04 1.67627e+05  -1.67627e+05 0.00000e+00 
9.36186e-04 1.68862e+05  -1.68861e+05 0.00000e+00 
9.37905e-04 1.70104e+05  -1.70103e+05 0.00000e+00 
9.39625e-04 1.71352e+05  -1.71351e+05 0.00000e+00 
9.41344e-04 1.72607e+05  -1.72607e+05 0.00000e+00 
9.43064e-04 1.73869e+05  -1.73869e+05 0.00000e+00 
9.44783e-04 1.75138e+05  -1.75138e+05 0.00000e+00 
9.46503e-04 1.76414e+05  -1.76414e+05 0.00000e+00 
9.48222e-04 1.77697e+05  -1.77696e+05 0.00000e+00 
9.49941e-04 1.78987e+05  -1.78986e+05 0.00000e+00 
9.51661e-04 1.80284e+05  -1.80283e+05 0.00000e+00 
9.53380e-04 1.81587e+05  -1.81587e+05 0.00000e+00 
9.55100e-04 1.82898e+05  -1.82898e+05 0.00000e+00 
9.56819e-04 1.84216e+05  -1.84216e+05 0.00000e+00 
9.58539e-04 1.85541e+05  -1.85541e+05 0.00000e+00 
9.60258e-04 1.86873e+05  -1.86873e+05 0.00000e+00 
9.61977e-04 1.88213e+05  -1.88212e+05 0.00000e+00 
9.63697e-04 1.89559e+05  -1.89559e+05 0.00000e+00 
9.65416e-04 1.90913e+05  -1.90912e+05 0.00000e+00 
9.67136e-04 1.92274e+05  -1.92273e+05 0.00000e+00 
9.68855e-04 1.93642e+05  -1.93641e+05 0.00000e+00 
9.70574e-04 1.95017e+05  -1.95017e+05 0.00000e+00 
9.72294e-04 1.96400e+05  -1.96400e+05 0.00000e+00 
9.74013e-04 1.97790e+05  -1.97790e+05 0.00000e+00 
9.75733e-04 1.99188e+05  -1.99187e+05 0.00000e+00 
9.77452e-04 2.00592e+05  -2.00592e+05 0.00000e+00 
9.79171e-04 2.02005e+05  -2.02004e+05 0.00000e+00 
9.80891e-04 2.03424e+05  -2.03424e+05 0.00000e+00 
9.82610e-04 2.04851e+05  -2.04851e+05 0.00000e+00 
9.84329e-04 2.06286e+05  -2.06285e+05 0.00000e+00 
9.86049e-04 2.07728e+05  -2.07727e+05 0.00000e+00 
9.87768e-04 2.09178e+05  -2.09177e+05 0.00000e+00 
9.89487e-04 2.10635e+05  -2.10634e+05 0.00000e+00 
9.91207e-04 2.12099e+05  -2.12099e+05 0.00000e+00 
9.92926e-04 2.13572e+05  -2.13571e+05 0.00000e+00 
9.94645e-04 2.15052e+05  -2.15051e+05 0.00000e+00 
9.96365e-04 2.16539e+05  -2.16539e+05 0.00000e+00 
9.98084e-04 2.18035e+05  -2.18034e+05 0.00000e+00 
9.99803e-04 2.19538e+05  -2.19537e+05 0.00000e+00 
1.00152e-03 2.21049e+05  -2.21048e+05 0.00000e+00 
1.00324e-03 2.22567e+05  -2.22567e+05 0.00000e+00 
1.00496e-03 2.24094e+05  -2.24093e+05 0.00000e+00 
1.00668e-03 2.25628e+05  -2.25627e+05 0.00000e+00 
1.00840e-03 2.27170e+05  -2.27169e+05 0.00000e+00 
1.01012e-03 2.28720e+05  -2.28719e+05 0.00000e+00 
1.01184e-03 2.30278e+05  -2.30277e+05 0.00000e+00 
1.01356e-03 2.31843e+05  -2.31843e+05 0.00000e+00 
1.01528e-03 2.33417e+05  -2.33416e+05 0.00000e+00 
1.01700e-03 2.34999e+05  -2.34998e+05 0.00000e+00 
1.01872e-03 2.36588e+05  -2.36588e+05 0.00000e+00 
1.02043e-03 2.38186e+05  -2.38185e+05 0.00000e+00 
1.02215e-03 2.39792e+05  -2.39791e+05 0.00000e+00 
1.02387e-03 2.41406e+05  -2.41405e+05 0.00000e+00 
1.02559e-03 2.43028e+05  -2.43027e+05 0.00000e+00 
1.02731e-03 2.44658e+05  -2.44657e+05 0.00000e+00 
1.02903e-03 2.46296e+05  -2.46295e+05 0.00000e+00 
1.03075e-03 2.47943e+05  -2.47942e+05 0.00000e+00 
1.03247e-03 2.49597e+05  -2.49597e+05 0.00000e+00 
1.03419e-03 2.51260e+05  -2.51260e+05 0.00000e+00 
1.03591e-03 2.52932e+05  -2.52931e+05 0.00000e+00 
1.03763e-03 2.54611e+05  -2.54610e+05 0.00000e+00 
1.03935e-03 2.56299e+05  -2.56298e+05 0.00000e+00 
1.04106e-03 2.57995e+05  -2.57995e+05 0.00000e+00 
1.04278e-03 2.59700e+05  -2.59699e+05 0.00000e+00 
1.04450e-03 2.61413e+05  -2.61412e+05 0.00000e+00 
1.04622e-03 2.63134e+05  -2.63134e+05 0.00000e+00 
1.04794e-03 2.64864e+05  -2.64864e+05 0.00000e+00 
1.04966e-03 2.66603e+05  -2.66602e+05 0.00000e+00 
1.05138e-03 2.68350e+05  -2.68349e+05 0.00000e+00 
1.05310e-03 2.70105e+05  -2.70105e+05 0.00000e+00 
1.05482e-03 2.71870e+05  -2.71869e+05 0.00000e+00 
1.05654e-03 2.73642e+05  -2.73642e+05 0.00000e+00 
1.05826e-03 2.75424e+05  -2.75423e+05 0.00000e+00 
1.05998e-03 2.77214e+05  -2.77213e+05 0.00000e+00 
1.06169e-03 2.79012e+05  -2.79012e+05 0.00000e+00 
1.06341e-03 2.80820e+05  -2.80819e+05 0.00000e+00 
1.06513e-03 2.82636e+05  -2.82635e+05 0.00000e+00 
1.06685e-03 2.84461e+05  -2.84460e+05 0.00000e+00 
1.06857e-03 2.86295e+05  -2.86294e+05 0.00000e+00 
1.07029e-03 2.88137e+05  -2.88137e+05 0.00000e+00 
1.07201e-03 2.89989e+05  -2.89988e+05 0.00000e+00 
1.07373e-03 2.91849e+05  -2.91849e+05 0.00000e+00 
1.07545e-03 2.93719e+05  -2.93718e+05 0.00000e+00 
1.07717e-03 2.95597e+05  -2.95596e+05 0.00000e+00 
1.07888e-03 2.97484e+05  -2.97483e+05 0.00000e+00 
1.08060e-03 2.99380e+05  -2.99380e+05 0.00000e+00 
1.08232e-03 3.01286e+05  -3.01285e+05 0.00000e+00 
1.08404e-03 3.03200e+05  -3.03199e+05 0.00000e+00 
1.08576e-03 3.05123e+05  -3.05122e+05 0.00000e+00 
1.08748e-03 3.07056e+05  -3.07055e+05 0.00000e+00 
1.08920e-03 3.08997e+05  -3.08997e+05 0.00000e+00 
1.09092e-03 3.10948e+05  -3.10947e+05 0.00000e+00 
1.09264e-03 3.12908e+05  -3.12907e+05 0.00000e+00 
1.09436e-03 3.14877e+05  -3.14877e+05 0.00000e+00 
1.09608e-03 3.16856e+05  -3.16855e+05 0.00000e+00 
1.09779e-03 3.18844e+05  -3.18843e+05 0.00000e+00 
1.09951e-03 3.20841e+05  -3.20840e+05 0.00000e+00 
1.10123e-03 3.22847e+05  -3.22847e+05 0.00000e+00 
1.10295e-03 3.24863e+05  -3.24862e+05 0.00000e+00 
1.10467e-03 3.26889e+05  -3.26888e+05 0.00000e+00 
1.10639e-03 3.28923e+05  -3.28922e+05 0.00000e+00 
1.10811e-03 3.30967e+05  -3.30967e+05 0.00000e+00 
1.10983e-03 3.33021e+05  -3.33020e+05 0.00000e+00 
1.11155e-03 3.35084e+05  -3.35083e+05 0.00000e+00 
1.11326e-03 3.37157e+05  -3.37156e+05 0.00000e+00 
1.11498e-03 3.39239e+05  -3.39238e+05 0.00000e+00 
1.11670e-03 3.41331e+05  -3.41330e+05 0.00000e+00 
1.11842e-03 3.43433e+05  -3.43432e+05 0.00000e+00 
1.12014e-03 3.45544e+05  -3.45543e+05 0.00000e+00 
1.12186e-03 3.47665e+05  -3.47664e+05 0.00000e+00 
1.12358e-03 3.49795e+05  -3.49795e+05 0.00000e+00 
1.12530e-03 3.51936e+05  -3.51935e+05 0.00000e+00 
1.12702e-03 3.54086e+05  -3.54085e+05 0.00000e+00 
1.12874e-03 3.56246e+05  -3.56245e+05 0.00000e+00 
1.13045e-03 3.58416e+05  -3.58415e+05 0.00000e+00 
1.13217e-03 3.60595e+05  -3.60595e+05 0.00000e+00 
1.13389e-03 3.62785e+05  -3.62784e+05 0.00000e+00 
1.13561e-03 3.64985e+05  -3.64984e+05 0.00000e+00 
1.13733e-03 3.67194e+05  -3.67193e+05 0.00000e+00 
1.13905e-03 3.69414e+05  -3.69413e+05 0.00000e+00 
1.14077e-03 3.71643e+05  -3.71642e+05 0.00000e+00 
1.14249e-03 3.73883e+05  -3.73882e+05 0.00000e+00 
1.14420e-03 3.76132e+05  -3.76132e+05 0.00000e+00 
1.14592e-03 3.78392e+05  -3.78391e+05 0.00000e+00 
1.14764e-03 3.80662e+05  -3.80661e+05 0.00000e+00 
1.14936e-03 3.82942e+05  -3.82941e+05 0.00000e+00 
1.15108e-03 3.85233e+05  -3.85232e+05 0.00000e+00 
1.15280e-03 3.87533e+05  -3.87532e+05 0.00000e+00 
1.15452e-03 3.89844e+05  -3.89843e+05 0.00000e+00 
1.15624e-03 3.92165e+05  -3.92164e+05 0.00000e+00 
1.15796e-03 3.94496e+05  -3.94496e+05 0.00000e+00 
1.15967e-03 3.96838e+05  -3.96837e+05 0.00000e+00 
1.16139e-03 3.99190e+05  -3.99190e+05 0.00000e+00 
1.16311e-03 4.01553e+05  -4.01552e+05 0.00000e+00 
1.16483e-03 4.03926e+05  -4.03925e+05 0.00000e+00 
1.16655e-03 4.06310e+05  -4.06309e+05 0.00000e+00 
1.16827e-03 4.08704e+05  -4.08703e+05 0.00000e+00 
1.16999e-03 4.11108e+05  -4.11107e+05 0.00000e+00 
1.17171e-03 4.13523e+05  -4.13522e+05 0.00000e+00 
1.17342e-03 4.15949e+05  -4.15948e+05 0.00000e+00 
1.17514e-03 4.18385e+05  -4.18384e+05 0.00000e+00 
1.17686e-03 4.20832e+05  -4.20831e+05 0.00000e+00 
1.17858e-03 4.23290e+05  -4.23289e+05 0.00000e+00 
1.18030e-03 4.25759e+05  -4.25758e+05 0.00000e+00 
1.18202e-03 4.28238e+05  -4.28237e+05 0.00000e+00 
1.18374e-03 4.30728e+05  -4.30727e+05 0.00000e+00 
1.18546e-03 4.33229e+05  -4.33228e+05 0.00000e+00 
1.18717e-03 4.35740e+05  -4.35739e+05 0.00000e+00 
1.18889e-03 4.38263e+05  -4.38262e+05 0.00000e+00 
1.19061e-03 4.40796e+05  -4.40795e+05 0.00000e+00 
1.19233e-03 4.43341e+05  -4.43340e+05 0.00000e+00 
1.19405e-03 4.45896e+05  -4.45895e+05 0.00000e+00 
1.19577e-03 4.48462e+05  -4.48461e+05 0.00000e+00 
1.19749e-03 4.51040e+05  -4.51039e+05 0.00000e+00 
1.19921e-03 4.53628e+05  -4.53627e+05 0.00000e+00 
1.20092e-03 4.56228e+05  -4.56227e+05 0.00000e+00 
1.20264e-03 4.58838e+05  -4.58837e+05 0.00000e+00 
1.20436e-03 4.61460e+05  -4.61459e+05 0.00000e+00 
1.20608e-03 4.64093e+05  -4.64092e+05 0.00000e+00 
1.20780e-03 4.66738e+05  -4.66737e+05 0.00000e+00 
1.20952e-03 4.69393e+05  -4.69392e+05 0.00000e+00 
1.21124e-03 4.72060e+05  -4.72059e+05 0.00000e+00 
1.21295e-03 4.74738e+05  -4.74737e+05 0.00000e+00 
1.21467e-03 4.77427e+05  -4.77427e+05 0.00000e+00 
1.21639e-03 4.80128e+05  -4.80127e+05 0.00000e+00 
1.21811e-03 4.82841e+05  -4.82840e+05 0.00000e+00 
1.21983e-03 4.85564e+05  -4.85563e+05 0.00000e+00 
1.22155e-03 4.88300e+05  -4.88299e+05 0.00000e+00 
1.22327e-03 4.91046e+05  -4.91045e+05 0.00000e+00 
1.22498e-03 4.93805e+05  -4.93804e+05 0.00000e+00 
1.22670e-03 4.96574e+05  -4.96573e+05 0.00000e+00 
1.22842e-03 4.99356e+05  -4.99355e+05 0.00000e+00 
1.23014e-03 5.02149e+05  -5.02148e+05 0.00000e+00 
1.23186e-03 5.04954e+05  -5.04953e+05 0.00000e+00 
1.23358e-03 5.07770e+05  -5.07769e+05 0.00000e+00 
1.23530e-03 5.10598e+05  -5.10597e+05 0.00000e+00 
1.23701e-03 5.13438e+05  -5.13437e+05 0.00000e+00 
1.23873e-03 5.16290e+05  -5.16289e+05 0.00000e+00 
1.24045e-03 5.19154e+05  -5.19153e+05 0.00000e+00 
1.24217e-03 5.22029e+05  -5.22028e+05 0.00000e+00 
1.24389e-03 5.24917e+05  -5.24916e+05 0.00000e+00 
1.24561e-03 5.27816e+05  -5.27815e+05 0.00000e+00 
1.24733e-03 5.30727e+05  -5.30726e+05 0.00000e+00 
1.24904e-03 5.33650e+05  -5.33649e+05 0.00000e+00 
1.25076e-03 5.36586e+05  -5.36585e+05 0.00000e+00 
1.25248e-03 5.39533e+05  -5.39532e+05 0.00000e+00 
1.25420e-03 5.42493e+05  -5.42492e+05 0.00000e+00 
1.25592e-03 5.45464e+05  -5.45463e+05 0.00000e+00 
1.25764e-03 5.48448e+05  -5.48447e+05 0.00000e+00 
1.25936e-03 5.51444e+05  -5.51443e+05 0.00000e+00 
1.26107e-03 5.54452e+05  -5.54451e+05 0.00000e+00 
1.26279e-03 5.57472e+05  -5.57471e+05 0.00000e+00 
1.26451e-03 5.60505e+05  -5.60504e+05 0.00000e+00 
1.26623e-03 5.63550e+05  -5.63549e+05 0.00000e+00 
1.26795e-03 5.66608e+05  -5.66607e+05 0.00000e+00 
1.26967e-03 5.69677e+05  -5.69676e+05 0.00000e+00 
1.27139e-03 5.72760e+05  -5.72759e+05 0.00000e+00 
1.27310e-03 5.75854e+05  -5.75853e+05 0.00000e+00 
1.27482e-03 5.78961e+05  -5.78960e+05 0.00000e+00 
1.27654e-03 5.82081e+05  -5.82080e+05 0.00000e+00 
1.27826e-03 5.85213e+05  -5.85212e+05 0.00000e+00 
1.27998e-03 5.88358e+05  -5.88357e+05 0.00000e+00 
1.28170e-03 5.91516e+05  -5.91515e+05 0.00000e+00 
1.28341e-03 5.94686e+05  -5.94685e+05 0.00000e+00 
1.28513e-03 5.97869e+05  -5.97868e+05 0.00000e+00 
1.28685e-03 6.01064e+05  -6.01063e+05 0.00000e+00 
1.28857e-03 6.04273e+05  -6.04272e+05 0.00000e+00 
1.29029e-03 6.07494e+05  -6.07493e+05 0.00000e+00 
1.29201e-03 6.10728e+05  -6.10727e+05 0.00000e+00 
1.29372e-03 6.13974e+05  -6.13973e+05 0.00000e+00 
1.29544e-03 6.17234e+05  -6.17233e+05 0.00000e+00 
1.29716e-03 6.20507e+05  -6.20506e+05 0.00000e+00 
1.29888e-03 6.23792e+05  -6.23791e+05 0.00000e+00 
1.30060e-03 6.27091e+05  -6.27090e+05 0.00000e+00 
1.30232e-03 6.30403e+05  -6.30401e+05 0.00000e+00 
1.30403e-03 6.33727e+05  -6.33726e+05 0.00000e+00 
1.30575e-03 6.37065e+05  -6.37064e+05 0.00000e+00 
1.30747e-03 6.40416e+05  -6.40415e+05 0.00000e+00 
1.30919e-03 6.43780e+05  -6.43779e+05 0.00000e+00 
1.31091e-03 6.47157e+05  -6.47156e+05 0.00000e+00 
1.31263e-03 6.50548e+05  -6.50547e+05 0.00000e+00 
1.31434e-03 6.53952e+05  -6.53950e+05 0.00000e+00 
1.31606e-03 6.57369e+05  -6.57368e+05 0.00000e+00 
1.31778e-03 6.60799e+05  -6.60798e+05 0.00000e+00 
1.31950e-03 6.64243e+05  -6.64242e+05 0.00000e+00 
1.32122e-03 6.67700e+05  -6.67699e+05 0.00000e+00 
1.32294e-03 6.71171e+05  -6.71170e+05 0.00000e+00 
1.32465e-03 6.74655e+05  -6.74654e+05 0.00000e+00 
1.32637e-03 6.78153e+05  -6.78151e+05 0.00000e+00 
1.32809e-03 6.81664e+05  -6.81663e+05 0.00000e+00 
1.32981e-03 6.85188e+05  -6.85187e+05 0.00000e+00 
1.33153e-03 6.88727e+05  -6.88726e+05 0.00000e+00 
1.33325e-03 6.92279e+05  -6.92278e+05 0.00000e+00 
1.33496e-03 6.95845e+05  -6.95843e+05 0.00000e+00 
1.33668e-03 6.99424e+05  -6.99423e+05 0.00000e+00 
1.33840e-03 7.03017e+05  -7.03016e+05 0.00000e+00 
1.34012e-03 7.06624e+05  -7.06623e+05 0.00000e+00 
1.34184e-03 7.10245e+05  -7.10244e+05 0.00000e+00 
1.34356e-03 7.13880e+05  -7.13879e+05 0.00000e+00 
1.34527e-03 7.17528e+05  -7.17527e+05 0.00000e+00 
1.34699e-03 7.21191e+05  -7.21190e+05 0.00000e+00 
1.34871e-03 7.24867e+05  -7.24866e+05 0.00000e+00 
1.35043e-03 7.28558e+05  -7.28557e+05 0.00000e+00 
1.35215e-03 7.32262e+05  -7.32261e+05 0.00000e+00 
1.35386e-03 7.35981e+05  -7.35980e+05 0.00000e+00 
1.35558e-03 7.39713e+05  -7.39712e+05 0.00000e+00 
1.35730e-03 7.43460e+05  -7.43459e+05 0.00000e+00 
1.35902e-03 7.47221e+05  -7.47220e+05 0.00000e+00 
1.36074e-03 7.50996e+05  -7.50995e+05 0.00000e+00 
1.36246e-03 7.54786e+05  -7.54785e+05 0.00000e+00 
1.36417e-03 7.58590e+05  -7.58589e+05 0.00000e+00 
1.36589e-03 7.62408e+05  -7.62407e+05 0.00000e+00 
1.36761e-03 7.66240e+05  -7.66239e+05 0.00000e+00 
1.36933e-03 7.70087e+05  -7.70086e+05 0.00000e+00 
1.37105e-03 7.73948e+05  -7.73947e+05 0.00000e+00 
1.37276e-03 7.77824e+05  -7.77823e+05 0.00000e+00 
1.37448e-03 7.81714e+05  -7.81713e+05 0.00000e+00 
1.37620e-03 7.85619e+05  -7.85618e+05 0.00000e+00 
1.37792e-03 7.89538e+05  -7.89537e+05 0.00000e+00 
1.37964e-03 7.93472e+05  -7.93471e+05 0.00000e+00 
1.38136e-03 7.97421e+05  -7.97419e+05 0.00000e+00 
1.38307e-03 8.01384e+05  -8.01383e+05 0.00000e+00 
1.38479e-03 8.05362e+05  -8.05361e+05 0.00000e+00 
1.38651e-03 8.09355e+05  -8.09353e+05 0.00000e+00 
1.38823e-03 8.13362e+05  -8.13361e+05 0.00000e+00 
1.38995e-03 8.17384e+05  -8.17383e+05 0.00000e+00 
1.39166e-03 8.21421e+05  -8.21420e+05 0.00000e+00 
1.39338e-03 8.25474e+05  -8.25472e+05 0.00000e+00 
1.39510e-03 8.29541e+05  -8.29539e+05 0.00000e+00 
1.39682e-03 8.33622e+05  -8.33621e+05 0.00000e+00 
1.39854e-03 8.37719e+05  -8.37718e+05 0.00000e+00 
1.40025e-03 8.41831e+05  -8.41830e+05 0.00000e+00 
1.40197e-03 8.45959e+05  -8.45957e+05 0.00000e+00 
1.40369e-03 8.50101e+05  -8.50099e+05 0.00000e+00 
1.40541e-03 8.54258e+05  -8.54257e+05 0.00000e+00 
